nd_course,nd_course_desc,nd_course_first_proj,nd_url,nd_name,school,difficulty
Data Architecture Foundations,"Learn about the principles of data architecture. You will begin by learning the characteristics of good data architecture and how to apply them. Next you will move on to data modeling. You will learn to design a data model, normalize data, and create a professional ERD. Finally, you will take everything you learned and create a physical database using PostGreSQL.",Designing an HR Database,https://www.udacity.com/course/data-architect-nanodegree--nd038,Data Architect,School of Data Science,advanced
Designing Data Systems,"Learn to design enterprise data architecture. You will build a cloud based data warehouse with Snowflake. You will evaluate various data assets of an organization and characteristics of these data sources, design a staging area for ingesting varieties of data coming from source systems, and design an Operational Data Store (ODS). Finally, you will learn to design OLAP dimensional data models, design ELT data processing that is capable of moving data from an ODS to a data warehouse, and write SQL queries for the purpose of building reports.",Design a Data Warehouse for Reporting and OLAP,https://www.udacity.com/course/data-architect-nanodegree--nd038,Data Architect,School of Data Science,advanced
Big Data Systems,"Learn about how to help organizations with massive amounts of data, including identification of Big Data problems and how to design Big Data solutions. You will learn about the internal architecture of many of the Big Data tools such as HDFS, MapReduce, Hive and Spark, and how these tools work internally to provide distributed storage, distributed processing capabilities, fault tolerance and scalability. Next you will learn how to evaluate NoSQL databases, their use cases and dive deep into creating and updating a NOSQL database with  Amazon DynamoDB. Finally, you will learn how to implement Data Lake design patterns and how to enable transactional capabilities in a Data Lake.",Design an Enterprise Data Lake System,https://www.udacity.com/course/data-architect-nanodegree--nd038,Data Architect,School of Data Science,advanced
Data Governance,"Learn how to design a data governance solution that meets your company’s needs. First, you will learn about the different types of metadata, and how to build a Metadata Management System, Enterprise Data Model, and Enterprise Data Catalog. Next you will learn how to perform data profiling using various techniques including data quality dimensions, how to identify remediation options for data quality issues, and how to measure and monitor data quality using data quality scores, thresholds, dashboards, exception and trend reports. Finally, you will learn the concepts of Master Data and golden record, different types of Master Data Management Architectures, as well as the golden record creation and master data governance processes.",Data Governance at SneakerPark,https://www.udacity.com/course/data-architect-nanodegree--nd038,Data Architect,School of Data Science,advanced
Modern Private Cloud Infrastructure,"Hyperconverged Infrastructure (HCI) converges the entire datacenter stack. This course dives into the role of a hybrid cloud engineer and how to use HCI using Nutanix’s Prism web console to configure the different components of a private cloud cluster. We discuss the importance of security and how to manage virtual machines, including data protection, risk calculation and creating backups. By the end of this course, students will be able to deploy and manage private cloud workloads using best practices and industry standards.",Private Cloud Web Application Infrastructure,https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321,Hybrid Cloud Engineer,School of Cloud Computing,intermediate
On-Premises Private Cloud Automation,"In this course, we will cover various tools and features that Nutanix provides to eliminate the process of manually operating infrastructure while extending up the stack to incorporate applications and maintenance operations. You will discover how Nutanix Prism Central eliminates IT intervention in performing repetitive, laborious tasks with Nutanix Calm automation to deliver simple, repeatable, and automated management of application creation, self-service consumption, and governance.",Private Cloud SaaS: Three-Tier Web Application,https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321,Hybrid Cloud Engineer,School of Cloud Computing,intermediate
Public and Hybrid Cloud Management,"This course will teach you how to augment the automation you've previously created in the program to use the public cloud in a hybrid manner. By the end of this course, you will be able to extend your blueprint into the public cloud and will have a clearer understanding of how to architect and manage hybrid cloud workloads.",Hybrid Cloud SaaS: Three-Tier Web Application,https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321,Hybrid Cloud Engineer,School of Cloud Computing,intermediate
Azure Applications,"In this course, you will learn the basics of deploying an application to Azure and understand the benefits and costs of cloud deployments, different types of service models, and how to navigate the Microsoft Azure platform.",Deploy an Article CMS to Azure,https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081,Cloud Developer using Microsoft Azure,School of Cloud Computing,intermediate
Azure Microservices,"In this course, you will learn how to implement a serverless microservice back-end architecture in Python using Azure cloud serverless offerings.  You’ll compare and contrast common Azure microservices architecture and compute options, configure an instance of a MongoDB database with Azure Cosmos DB, and allow the API to talk to this database. You will also apply Enterprise Logic Apps and Event Grid to structure an application workflow. Finally, you’ll deploy published API endpoints so they provide the necessary responses to complete the client-side requests of the front-end web application.",Deploying the Neighborly App with Azure Functions,https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081,Cloud Developer using Microsoft Azure,School of Cloud Computing,intermediate
Azure Migration,"This course focuses on the techniques, processes, and nuances of migrating an existing application to Azure.  It will cover the whole end-to-end process of an Azure migration from predicting costs of the migration to refactoring the code to ensure the application and corresponding databases are compatible with Azure. In addition, the course walks through best practices of the different application components migrated to Azure: web applications, background processes, and databases.",Migrate App to Azure,https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081,Cloud Developer using Microsoft Azure,School of Cloud Computing,intermediate
Azure Performance,"This course enables students to acquire skills which allow them to collect data about the health and performance of an application, analyze and display the collected data to make informed decisions, and create automation to remedy application health or performance issues. You will set up and use Application Insights on a variety of Azure resources, and use the Application Insights SDK in a Python application to collect and transmit data about the application. You’ll also query, transform, and display the collected application data so that the data can easily be analyzed, and use automation in Azure to manage cloud resources.",Enhancing Applications,https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081,Cloud Developer using Microsoft Azure,School of Cloud Computing,intermediate
Using Azure Machine Learning,"Machine learning is a critical business operation for many organizations. Learn how to configure machine learning pipelines in Azure, identify use cases for Automated Machine Learning, and use the Azure ML SDK to design, create, and manage machine learning pipelines in Azure.",Optimizing an ML Pipeline In Azure,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,Machine Learning Engineer for Microsoft Azure,School of Artificial Intelligence,intermediate
Machine Learning Operations,"This course covers a lot of the key concepts of operationalizing machine learning, from selecting the appropriate targets for deploying models, to enabling Application Insights, identifying problems in logs, and harnessing the power of Azure’s Pipelines. All these concepts are part of core DevOps pillars that will allow you to demonstrate solid skills for shipping machine learning models into production.",Operationalizing Machine Learning,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,Machine Learning Engineer for Microsoft Azure,School of Artificial Intelligence,intermediate
Capstone Project,"The program capstone gives you the opportunity to use the knowledge you have obtained from this Nanodegree program to solve an interesting problem. You will have to use Azure’s Automated ML and HyperDrive to solve a task. Finally, you will have to deploy the model as a webservice and test the model endpoint.",Training and Deploying a Machine Learning Model in Azure,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,Machine Learning Engineer for Microsoft Azure,School of Artificial Intelligence,intermediate
